State,Race,Year,Cause of death,"Cause of death, Simplified","Cause of death, Type",Cause of death Code,"Cause of Death Simplified, with ICD10 Code",Firearm Deaths,Total Deaths,Population,Firearm Death Rate (per 100k),Total Death Rate (per 100k),Firearm Percent of Total Deaths
Maine,White,2005,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",48,12767,1281091,3.747,997,0.00376
Maine,White,2005,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),12,12767,1281091,0.937,997,0.00094
Maine,White,2006,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),47,12179,1284124,3.660,948,0.00386
Maine,White,2006,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",26,12179,1284124,2.025,948,0.00213
Maine,White,2006,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),14,12179,1284124,1.090,948,0.00115
Maine,White,2007,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),48,12374,1285828,3.733,962,0.00388
Maine,White,2007,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",29,12374,1285828,2.255,962,0.00234
Maine,White,2007,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),11,12374,1285828,0.855,962,0.00089
Maine,White,2008,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),45,12418,1287317,3.496,965,0.00362
Maine,White,2008,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",32,12418,1287317,2.486,965,0.00258
Maine,White,2008,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),26,12418,1287317,2.020,965,0.00209
Maine,White,2009,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),46,12465,1284844,3.580,970,0.00369
Maine,White,2009,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",29,12465,1284844,2.257,970,0.00233
Maine,White,2009,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),29,12465,1284844,2.257,970,0.00233
Maine,White,2010,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),29,12633,1282994,2.260,985,0.00230
Maine,White,2010,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",20,12633,1282994,1.559,985,0.00158
Maine,White,2010,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),44,12633,1282994,3.429,985,0.00348
Maine,White,2011,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),46,12875,1281361,3.590,1005,0.00357
Maine,White,2011,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",33,12875,1281361,2.575,1005,0.00256
Maine,White,2011,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),33,12875,1281361,2.575,1005,0.00256
Maine,White,2012,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),45,12741,1280768,3.514,995,0.00353
Maine,White,2012,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",31,12741,1280768,2.420,995,0.00243
Maine,White,2012,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),35,12741,1280768,2.733,995,0.00275
Maine,White,2013,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),65,13412,1278933,5.082,1049,0.00485
Maine,White,2013,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",45,13412,1278933,3.519,1049,0.00336
Maine,White,2013,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),27,13412,1278933,2.111,1049,0.00201
Maine,White,2014,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),43,13368,1278430,3.364,1046,0.00322
Maine,White,2014,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",32,13368,1278430,2.503,1046,0.00239
Maine,White,2014,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),39,13368,1278430,3.051,1046,0.00292
Maine,White,2015,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),66,14300,1276636,5.170,1120,0.00462
Maine,White,2015,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",56,14300,1276636,4.387,1120,0.00392
Maine,White,2016,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),63,14010,1277480,4.932,1097,0.00450
Maine,White,2016,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",40,14010,1277480,3.131,1097,0.00286
Maine,White,2017,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),100,14472,1280369,7.810,1130,0.00691
Maine,White,2017,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",40,14472,1280369,3.124,1130,0.00276
Maine,White,2018,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),96,14486,1281687,7.490,1130,0.00663
Maine,White,2018,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",36,14486,1281687,2.809,1130,0.00249
Maine,White,2018,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),13,14486,1281687,1.014,1130,0.00090
Maryland,Black or African American,1999,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",15,11293,1503532,0.998,751,0.00133
Maryland,Black or African American,1999,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),326,11293,1503532,21.682,751,0.02887
Maryland,Black or African American,1999,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),34,11293,1503532,2.261,751,0.00301
Maryland,White,1999,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),41,31241,3511643,1.168,890,0.00131
Maryland,White,1999,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",36,31241,3511643,1.025,890,0.00115
Maryland,White,1999,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),157,31241,3511643,4.471,890,0.00503
Maryland,Black or African American,2000,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",12,11386,1524783,0.787,747,0.00105
Maryland,Black or African American,2000,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),290,11386,1524783,19.019,747,0.02547
Maryland,Black or African American,2000,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),35,11386,1524783,2.295,747,0.00307
Maryland,White,2000,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),38,31723,3522415,1.079,901,0.00120
Maryland,White,2000,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",31,31723,3522415,0.880,901,0.00098
Maryland,White,2000,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),163,31723,3522415,4.628,901,0.00514
Maryland,Black or African American,2001,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",11,11578,1561491,0.704,741,0.00095
Maryland,Black or African American,2001,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),293,11578,1561491,18.764,741,0.02531
Maryland,Black or African American,2001,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),25,11578,1561491,1.601,741,0.00216
Maryland,White,2001,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",12,31653,3546882,0.338,892,0.00038
Maryland,White,2001,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),45,31653,3546882,1.269,892,0.00142
Maryland,White,2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",30,31653,3546882,0.846,892,0.00095
Maryland,White,2001,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),148,31653,3546882,4.173,892,0.00468
Maryland,Black or African American,2002,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),300,11740,1592833,18.834,737,0.02555
Maryland,Black or African American,2002,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),32,11740,1592833,2.009,737,0.00273
Maryland,White,2002,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),42,31633,3566844,1.178,887,0.00133
Maryland,White,2002,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",33,31633,3566844,0.925,887,0.00104
Maryland,White,2002,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),160,31633,3566844,4.486,887,0.00506
Maryland,Black or African American,2003,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",16,11862,1621856,0.987,731,0.00135
Maryland,Black or African American,2003,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),326,11862,1621856,20.100,731,0.02748
Maryland,Black or African American,2003,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),35,11862,1621856,2.158,731,0.00295
Maryland,White,2003,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),38,31977,3579519,1.062,893,0.00119
Maryland,White,2003,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",32,31977,3579519,0.894,893,0.00100
Maryland,White,2003,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),163,31977,3579519,4.554,893,0.00510
Maryland,Black or African American,2004,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),328,11740,1652016,19.855,711,0.02794
Maryland,Black or African American,2004,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),31,11740,1652016,1.876,711,0.00264
Maryland,White,2004,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),39,30793,3585789,1.088,859,0.00127
Maryland,White,2004,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",38,30793,3585789,1.060,859,0.00123
Maryland,White,2004,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),172,30793,3585789,4.797,859,0.00559
Maryland,Black or African American,2005,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),346,11834,1680707,20.587,704,0.02924
Maryland,Black or African American,2005,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),36,11834,1680707,2.142,704,0.00304
Maryland,White,2005,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),52,31315,3587986,1.449,873,0.00166
Maryland,White,2005,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",38,31315,3587986,1.059,873,0.00121
